Chl,EC,DO,Phycoprotein,Turbidity,T,PH,Ammonia Nitrogen
13.47,530.13,8.53,855.9,2.78,30.887,8.59,0.5
8.61,530.08,8.53,861.42,2.78,30.889,8.59,0.5
6.97,530.11,8.52,841.37,2.81,30.891,8.58,0.5
8.46,530.09,8.52,834.96,2.87,30.891,8.58,0.5
9.23,530.13,8.52,837.56,2.87,30.891,8.58,0.5
9.44,530.14,8.52,691.02,2.86,30.892,8.58,0.5
9.37,530.15,8.52,617.73,2.95,30.891,8.58,0.5
9.47,530.15,8.52,606.55,3.0,30.89,8.58,0.5
9.41,530.16,8.52,603.94,3.0,30.888,8.58,0.5
9.12,530.13,8.52,591.08,3.01,30.884,8.58,0.5
8.61,530.1,8.52,583.27,2.97,30.879,8.58,0.5
8.63,530.11,8.52,591.04,2.92,30.874,8.58,0.5
8.33,530.09,8.52,591.3,2.94,30.869,8.58,0.51
8.36,530.09,8.53,585.13,2.87,30.865,8.58,0.51
8.41,530.06,8.53,565.63,2.87,30.863,8.58,0.51
8.26,530.04,8.52,559.78,2.87,30.866,8.58,0.51
8.41,530.05,8.53,577.9,2.86,30.867,8.58,0.51
12.37,530.03,8.52,598.37,2.89,30.869,8.58,0.51
11.06,530.08,8.52,616.01,2.92,30.869,8.58,0.51
9.85,530.06,8.52,627.39,2.95,30.869,8.58,0.51
8.76,530.06,8.52,644.6,3.01,30.862,8.58,0.51
8.53,530.05,8.52,649.86,3.05,30.859,8.58,0.51
8.44,530.03,8.52,685.95,3.09,30.856,8.58,0.51
8.35,530.02,8.52,700.39,3.11,30.853,8.58,0.51
8.09,529.99,8.52,693.23,3.08,30.851,8.58,0.51
7.86,530.0,8.52,688.35,3.06,30.851,8.58,0.51
8.0,530.0,8.52,691.9,3.0,30.851,8.58,0.51
8.21,529.97,8.52,696.45,2.95,30.851,8.58,0.51
8.67,529.94,8.52,706.02,2.9,30.852,8.58,0.5
7.88,529.92,8.52,697.61,2.83,30.854,8.58,0.5
7.72,529.93,8.52,689.54,2.8,30.855,8.58,0.5
7.89,529.9,8.52,672.64,2.82,30.851,8.58,0.5
8.55,529.9,8.52,665.63,2.82,30.846,8.58,0.5
9.19,529.84,8.52,678.68,2.86,30.838,8.58,0.5
9.87,529.89,8.52,691.72,2.88,30.832,8.58,0.5
10.47,529.9,8.52,678.06,2.91,30.823,8.58,0.5
11.23,529.88,8.52,660.01,2.92,30.815,8.58,0.5
11.71,529.86,8.52,644.54,2.96,30.809,8.58,0.5
11.61,529.86,8.53,618.59,2.95,30.806,8.58,0.5
11.24,529.82,8.53,612.21,2.9,30.802,8.58,0.5
10.75,529.84,8.52,620.31,2.87,30.801,8.58,0.5
10.47,529.77,8.52,604.29,2.87,30.802,8.58,0.5
10.05,529.72,8.52,594.55,2.86,30.803,8.58,0.5
9.94,529.67,8.52,585.2,2.88,30.801,8.58,0.5
9.67,529.58,8.52,572.07,2.88,30.8,8.58,0.5
9.33,529.57,8.52,566.45,2.87,30.801,8.58,0.5
9.12,529.59,8.52,564.14,2.89,30.804,8.58,0.5
8.87,529.59,8.52,568.69,2.93,30.805,8.58,0.5
8.93,529.61,8.52,583.43,2.95,30.802,8.58,0.5
9.23,529.62,8.53,598.82,2.94,30.801,8.58,0.5
9.7,529.64,8.53,607.29,2.97,30.801,8.58,0.5
9.69,529.63,8.52,602.69,2.97,30.804,8.58,0.5
9.68,529.6,8.52,598.38,2.99,30.806,8.58,0.5
9.95,529.59,8.52,597.18,3.05,30.809,8.58,0.5
10.04,529.54,8.52,632.34,3.01,30.818,8.58,0.5
9.66,529.57,8.52,635.52,3.01,30.831,8.58,0.5
9.68,529.55,8.52,617.94,3.08,30.85,8.59,0.5
14.11,529.52,8.53,606.02,3.03,30.852,8.59,0.5
13.25,529.49,8.53,609.9,3.01,30.856,8.59,0.5
7.31,529.44,8.53,622.8,2.95,30.851,8.59,0.5
9.88,529.43,8.54,627.34,3.01,30.843,8.59,0.5
7.52,529.41,8.54,627.48,3.02,30.832,8.59,0.5
10.02,529.37,8.54,632.66,3.0,30.818,8.59,0.5
10.35,529.37,8.54,624.98,2.94,30.814,8.59,0.5
11.17,529.37,8.54,640.34,3.02,30.807,8.59,0.5
11.59,529.37,8.55,660.86,3.05,30.801,8.59,0.5
11.29,529.3,8.55,667.11,3.09,30.8,8.59,0.5
10.21,529.26,8.55,669.98,3.07,30.795,8.59,0.5
8.7,529.23,8.55,653.7,3.06,30.8,8.59,0.5
7.64,529.21,8.56,632.77,3.08,30.803,8.59,0.5
7.17,529.18,8.56,628.01,3.1,30.805,8.59,0.5
7.56,529.18,8.56,617.3,3.06,30.808,8.59,0.5
9.01,529.17,8.56,609.14,3.03,30.811,8.59,0.5
7.7,529.2,8.56,609.55,3.03,30.815,8.59,0.5
7.8,529.16,8.56,583.75,3.04,30.819,8.59,0.51
7.9,529.19,8.56,597.62,3.07,30.822,8.59,0.51
9.95,529.13,8.56,597.49,3.04,30.826,8.59,0.51
8.5,529.15,8.56,598.95,3.09,30.827,8.59,0.51
9.82,529.18,8.56,611.13,3.13,30.828,8.59,0.51
9.82,529.18,8.56,628.5,3.11,30.832,8.59,0.51
9.85,529.17,8.56,641.81,3.03,30.827,8.59,0.51
9.95,529.19,8.56,637.44,2.99,30.825,8.59,0.51
9.86,529.22,8.56,665.1,2.98,30.822,8.59,0.51
9.56,529.22,8.57,689.09,2.95,30.814,8.59,0.51
9.33,529.21,8.57,703.69,3.02,30.811,8.59,0.51
9.32,529.21,8.57,702.49,2.93,30.801,8.59,0.51
9.04,529.28,8.58,686.24,2.97,30.794,8.59,0.51
8.69,529.31,8.58,687.92,3.01,30.791,8.59,0.51
8.72,529.35,8.58,697.29,3.03,30.787,8.59,0.51
8.95,529.35,8.59,699.9,3.06,30.787,8.59,0.51
8.88,529.37,8.59,704.4,3.07,30.786,8.59,0.51
9.0,529.36,8.59,691.96,3.02,30.789,8.59,0.51
10.89,529.34,8.59,666.41,3.0,30.794,8.59,0.51
9.27,529.33,8.59,669.18,2.96,30.799,8.59,0.51
8.35,529.35,8.59,663.19,2.92,30.802,8.59,0.51
7.82,529.33,8.59,661.33,2.89,30.802,8.59,0.51
7.98,529.39,8.59,667.94,2.89,30.803,8.59,0.51
8.4,529.4,8.6,664.04,2.87,30.808,8.59,0.51
8.31,529.43,8.59,667.89,2.87,30.809,8.59,0.51
11.04,529.44,8.6,647.45,2.87,30.804,8.59,0.51
11.06,529.46,8.6,640.86,2.89,30.801,8.59,0.51
10.83,529.48,8.6,654.24,2.91,30.802,8.59,0.51
10.44,529.51,8.6,641.81,2.93,30.802,8.59,0.51
10.26,529.44,8.6,610.18,2.96,30.795,8.59,0.51
10.35,529.46,8.61,599.62,2.97,30.791,8.59,0.51
10.33,529.46,8.61,603.28,2.95,30.794,8.59,0.51
9.86,529.46,8.61,601.47,2.95,30.796,8.59,0.51
9.5,529.48,8.61,591.24,2.93,30.794,8.59,0.51
9.37,529.42,8.61,594.73,2.95,30.792,8.6,0.51
8.9,529.49,8.61,597.7,2.98,30.795,8.6,0.51
8.64,529.51,8.61,593.19,2.94,30.797,8.6,0.51
10.22,529.54,8.61,592.55,2.9,30.792,8.6,0.51
8.71,529.52,8.61,607.96,2.89,30.789,8.6,0.51
13.07,529.51,8.62,623.75,2.89,30.789,8.6,0.51
7.6,529.49,8.62,627.93,2.92,30.79,8.6,0.51
8.35,529.45,8.62,631.61,2.9,30.792,8.6,0.51
9.17,529.4,8.63,636.06,2.87,30.793,8.6,0.51
9.42,529.4,8.63,636.22,2.9,30.791,8.6,0.51
12.09,529.39,8.63,623.34,2.92,30.79,8.6,0.51
8.53,529.4,8.63,632.07,2.94,30.793,8.6,0.51
11.56,529.38,8.63,631.26,2.97,30.799,8.6,0.51
11.28,529.34,8.63,619.43,2.99,30.799,8.6,0.51
10.51,529.37,8.63,601.73,3.04,30.798,8.6,0.51
10.42,529.34,8.63,588.5,3.17,30.798,8.6,0.51
10.59,529.34,8.63,596.79,3.35,30.8,8.59,0.51
10.64,529.33,8.63,594.79,3.44,30.802,8.59,0.51
10.68,529.3,8.63,588.59,3.44,30.798,8.59,0.51
10.99,529.31,8.63,592.12,3.45,30.796,8.59,0.51
11.12,529.28,8.63,598.67,3.49,30.797,8.59,0.51
10.95,529.25,8.63,620.07,3.47,30.791,8.59,0.51
10.42,529.25,8.63,633.43,3.37,30.79,8.59,0.51
9.91,529.15,8.63,635.26,3.21,30.788,8.59,0.51
9.36,529.12,8.63,656.8,3.12,30.782,8.59,0.51
8.99,529.1,8.63,654.88,3.1,30.773,8.59,0.51
13.04,529.11,8.63,652.55,3.11,30.759,8.59,0.51
8.89,529.05,8.62,650.71,3.08,30.752,8.59,0.51
9.31,529.01,8.62,646.05,3.08,30.747,8.59,0.51
11.12,528.96,8.63,650.1,3.06,30.735,8.59,0.51
10.77,528.98,8.63,649.21,3.05,30.724,8.59,0.51
12.62,528.99,8.63,628.3,3.01,30.71,8.59,0.51
12.14,528.98,8.63,643.74,2.98,30.701,8.59,0.51
11.6,529.0,8.63,655.43,2.96,30.709,8.59,0.51
10.99,529.03,8.63,668.54,3.03,30.715,8.59,0.51
10.36,529.07,8.63,659.67,3.05,30.709,8.59,0.51
9.76,529.05,8.63,656.93,3.09,30.696,8.59,0.51
9.07,529.06,8.63,647.08,3.13,30.678,8.59,0.51
8.53,529.0,8.64,655.27,3.17,30.665,8.59,0.51
8.23,528.91,8.64,648.56,3.21,30.642,8.59,0.51
8.05,528.88,8.64,632.14,3.24,30.611,8.59,0.51
8.29,528.88,8.64,633.46,3.22,30.6,8.59,0.51
8.75,528.88,8.64,622.91,3.14,30.607,8.59,0.51
8.82,528.85,8.64,601.84,3.1,30.624,8.59,0.51
9.09,528.79,8.64,604.31,3.07,30.636,8.59,0.51
9.39,528.78,8.64,616.34,3.05,30.642,8.59,0.51
9.68,528.8,8.64,627.17,3.01,30.65,8.59,0.51
9.56,528.81,8.64,624.95,2.96,30.653,8.59,0.51
9.76,528.77,8.64,610.46,2.92,30.65,8.59,0.51
10.02,528.82,8.63,618.05,2.91,30.647,8.59,0.51
10.18,528.81,8.63,618.39,2.94,30.643,8.59,0.51
10.28,528.87,8.63,607.78,2.99,30.649,8.59,0.51
9.94,528.76,8.63,624.37,2.99,30.654,8.59,0.51
9.82,528.68,8.63,637.2,2.99,30.657,8.59,0.51
9.66,528.62,8.63,630.9,3.0,30.657,8.59,0.51
9.53,528.55,8.63,634.62,2.97,30.653,8.59,0.51
9.36,528.5,8.63,645.17,2.96,30.64,8.59,0.51
9.71,528.49,8.63,662.87,2.99,30.632,8.59,0.51
9.55,528.51,8.63,663.3,2.93,30.618,8.59,0.51
13.54,528.56,8.63,667.12,2.95,30.604,8.59,0.51
12.25,528.58,8.64,668.96,2.94,30.581,8.59,0.51
11.26,528.56,8.64,679.62,2.91,30.557,8.59,0.51
11.54,528.61,8.65,676.33,2.9,30.536,8.59,0.51
11.3,528.63,8.65,679.31,2.88,30.525,8.59,0.51
11.06,528.64,8.66,680.91,2.81,30.517,8.59,0.51
10.78,528.6,8.66,676.9,2.79,30.515,8.59,0.51
10.62,528.67,8.66,665.81,2.74,30.524,8.59,0.51
10.17,528.62,8.66,662.84,2.73,30.557,8.59,0.51
9.86,528.52,8.65,653.13,2.76,30.593,8.59,0.51
9.79,528.45,8.64,646.83,2.78,30.624,8.59,0.51
9.96,528.4,8.64,650.74,2.81,30.645,8.59,0.51
10.22,528.4,8.64,659.5,2.86,30.653,8.59,0.51
10.73,528.37,8.63,658.65,2.9,30.654,8.59,0.51
10.72,528.31,8.63,657.43,2.94,30.64,8.59,0.51
10.62,528.32,8.63,648.63,2.94,30.609,8.59,0.51
10.08,528.32,8.63,630.41,2.91,30.586,8.59,0.51
9.81,528.27,8.63,618.88,2.93,30.59,8.59,0.51
9.14,528.19,8.62,627.38,2.91,30.614,8.59,0.51
8.69,528.15,8.62,634.29,2.88,30.637,8.59,0.51
8.45,528.18,8.62,620.57,2.85,30.659,8.59,0.51
8.45,528.19,8.61,606.57,2.85,30.676,8.59,0.51
8.67,528.31,8.61,598.14,2.83,30.684,8.59,0.51
8.67,528.39,8.61,588.92,2.82,30.678,8.59,0.51
8.71,528.51,8.61,590.68,2.81,30.645,8.59,0.51
8.85,528.55,8.61,603.57,2.79,30.609,8.59,0.51
11.84,528.67,8.62,618.4,2.76,30.581,8.59,0.51
9.46,528.68,8.62,622.33,2.75,30.561,8.59,0.51
10.34,528.74,8.63,640.56,2.73,30.542,8.59,0.51
9.94,528.69,8.63,647.93,2.7,30.531,8.59,0.51
9.7,528.67,8.63,642.79,2.71,30.524,8.59,0.51
9.83,528.63,8.63,641.28,2.69,30.517,8.59,0.51
9.89,528.6,8.64,666.56,2.68,30.513,8.59,0.51
7.41,528.55,8.64,681.23,2.72,30.525,8.59,0.51
6.66,528.54,8.64,667.06,2.78,30.527,8.59,0.51
7.41,528.55,8.64,660.09,2.83,30.522,8.59,0.51
7.71,528.58,8.64,634.19,2.87,30.511,8.59,0.51
10.7,528.7,8.65,616.51,2.88,30.498,8.59,0.51
8.92,528.66,8.65,601.18,2.89,30.491,8.59,0.51
9.25,528.6,8.65,598.87,2.9,30.473,8.59,0.51
9.38,528.57,8.65,612.48,2.89,30.457,8.59,0.51
9.87,528.5,8.65,587.51,2.92,30.461,8.59,0.51
9.72,528.42,8.65,592.59,2.93,30.463,8.59,0.51
9.46,528.39,8.65,653.76,2.95,30.483,8.59,0.51
14.39,528.33,8.64,681.99,2.97,30.517,8.59,0.51
10.37,528.33,8.63,708.78,2.98,30.547,8.59,0.51
11.22,528.36,8.63,738.9,2.99,30.569,8.59,0.51
10.34,528.37,8.62,751.6,3.01,30.573,8.59,0.51
10.12,528.29,8.62,754.25,2.96,30.569,8.59,0.51
9.94,528.18,8.61,767.33,2.87,30.564,8.59,0.51
9.77,528.14,8.61,769.28,2.8,30.543,8.58,0.51
9.57,528.18,8.61,769.6,2.77,30.514,8.58,0.51
9.58,528.13,8.62,721.84,2.74,30.485,8.58,0.51
9.44,528.1,8.62,701.5,2.71,30.461,8.58,0.51
9.8,528.22,8.63,696.58,2.68,30.455,8.58,0.51
9.91,528.29,8.63,672.08,2.68,30.456,8.58,0.51
10.07,528.32,8.63,658.33,2.69,30.461,8.58,0.51
10.21,528.31,8.63,658.77,2.72,30.465,8.58,0.51
10.56,528.34,8.63,657.05,2.73,30.479,8.58,0.51
10.44,528.29,8.63,646.72,2.74,30.494,8.58,0.51
10.14,528.22,8.63,653.06,2.75,30.493,8.58,0.51
10.17,528.17,8.62,663.86,2.77,30.493,8.58,0.51
10.08,528.15,8.62,673.19,2.75,30.495,8.58,0.51
9.79,528.08,8.62,671.64,2.75,30.511,8.58,0.51
9.52,527.99,8.61,665.37,2.73,30.531,8.58,0.51
9.79,527.94,8.6,674.33,2.7,30.547,8.58,0.51
9.72,527.98,8.59,687.15,2.68,30.575,8.58,0.51
9.55,527.98,8.58,701.08,2.68,30.619,8.58,0.51
9.27,527.97,8.56,718.23,2.65,30.658,8.58,0.51
9.07,527.99,8.55,734.27,2.65,30.68,8.58,0.51
8.81,528.02,8.55,720.68,2.66,30.672,8.58,0.51
8.45,528.09,8.55,697.72,2.68,30.657,8.58,0.51
9.15,528.07,8.55,681.62,2.73,30.632,8.58,0.51
9.07,528.0,8.55,686.03,2.71,30.597,8.58,0.51
9.24,527.92,8.55,683.02,2.7,30.557,8.58,0.51
9.82,527.85,8.56,674.99,2.67,30.531,8.58,0.51
9.64,527.83,8.56,666.51,2.68,30.546,8.58,0.51
11.04,527.85,8.56,645.53,2.65,30.58,8.58,0.51
11.05,527.94,8.56,626.15,2.63,30.621,8.58,0.51
10.72,528.11,8.56,620.58,2.57,30.67,8.58,0.51
10.28,528.22,8.56,624.76,2.59,30.718,8.58,0.51
10.38,528.37,8.55,623.65,2.64,30.766,8.58,0.51
10.41,528.49,8.55,613.35,2.7,30.783,8.58,0.51
9.78,528.6,8.55,640.52,2.72,30.778,8.58,0.51
9.68,528.58,8.55,642.53,2.73,30.754,8.58,0.51
9.58,528.62,8.54,633.47,2.75,30.731,8.58,0.51
9.93,528.64,8.54,626.69,2.78,30.711,8.58,0.51
9.94,528.72,8.54,635.0,2.83,30.69,8.58,0.51
9.86,528.72,8.54,632.54,2.92,30.669,8.57,0.51
9.93,528.74,8.53,640.75,2.89,30.65,8.57,0.51
10.24,528.85,8.53,642.22,2.85,30.645,8.57,0.51
9.94,528.94,8.53,647.06,2.83,30.648,8.57,0.51
9.75,528.92,8.54,643.47,2.83,30.649,8.57,0.51
9.32,528.91,8.54,631.75,2.85,30.647,8.57,0.51
9.24,528.93,8.54,630.99,2.8,30.645,8.57,0.51
9.11,528.96,8.54,620.44,2.72,30.644,8.57,0.51
8.89,528.98,8.54,613.06,2.69,30.643,8.57,0.51
8.59,528.91,8.54,593.85,2.7,30.641,8.57,0.51
8.26,528.92,8.54,573.66,2.71,30.634,8.57,0.51
8.45,528.97,8.54,571.78,2.68,30.636,8.57,0.51
8.74,529.01,8.54,571.62,2.63,30.64,8.57,0.51
9.56,529.03,8.54,572.49,2.61,30.647,8.57,0.51
10.16,529.07,8.53,576.74,2.62,30.657,8.57,0.51
10.47,529.08,8.53,592.58,2.59,30.669,8.57,0.51
10.37,529.1,8.53,602.57,2.59,30.684,8.57,0.51
10.2,529.11,8.52,608.26,2.59,30.699,8.57,0.51
9.87,529.15,8.52,615.54,2.6,30.713,8.57,0.51
13.46,529.15,8.52,653.65,2.62,30.727,8.57,0.51
11.96,529.26,8.52,666.12,2.64,30.738,8.57,0.51
11.37,529.23,8.52,677.84,2.63,30.748,8.57,0.51
11.73,529.31,8.52,680.03,2.62,30.753,8.57,0.51
11.5,529.31,8.52,674.36,2.59,30.754,8.57,0.51
13.45,529.4,8.52,678.79,2.55,30.753,8.57,0.51
11.02,529.44,8.52,676.75,2.55,30.752,8.57,0.51
14.71,529.44,8.52,682.97,2.58,30.754,8.57,0.51
12.66,529.48,8.52,692.26,2.6,30.754,8.57,0.51
12.4,529.44,8.52,691.77,2.61,30.75,8.57,0.51
11.93,529.48,8.52,678.89,2.64,30.742,8.57,0.51
11.04,529.46,8.53,678.26,2.69,30.73,8.57,0.51
10.11,529.47,8.53,670.94,2.75,30.715,8.57,0.51
12.14,529.5,8.53,684.22,2.79,30.696,8.57,0.51
12.13,529.52,8.53,711.64,2.85,30.679,8.57,0.51
11.22,529.53,8.53,706.36,2.9,30.665,8.57,0.51
10.89,529.58,8.54,715.82,2.86,30.661,8.57,0.51
11.04,529.58,8.54,716.5,2.85,30.666,8.57,0.51
11.06,529.64,8.54,730.19,2.82,30.673,8.57,0.51
10.7,529.65,8.54,733.06,2.74,30.68,8.57,0.51
10.71,529.68,8.54,735.06,2.72,30.684,8.57,0.51
9.43,529.76,8.55,746.39,2.68,30.69,8.57,0.51
8.53,529.84,8.54,747.97,2.63,30.695,8.57,0.51
9.97,529.79,8.54,725.63,2.63,30.695,8.57,0.51
10.56,529.8,8.54,700.3,2.61,30.693,8.57,0.51
10.02,529.77,8.54,688.12,2.63,30.692,8.57,0.51
9.81,529.8,8.54,679.71,2.67,30.692,8.57,0.51
9.91,529.8,8.53,663.44,2.73,30.695,8.57,0.51
10.0,529.82,8.53,648.33,2.72,30.697,8.57,0.51
10.01,529.84,8.53,652.21,2.7,30.704,8.57,0.51
10.54,529.88,8.53,671.49,2.71,30.716,8.57,0.51
11.18,529.88,8.53,682.49,2.69,30.729,8.57,0.51
14.02,529.87,8.52,704.92,2.68,30.744,8.57,0.51
11.13,529.88,8.52,722.98,2.64,30.755,8.57,0.51
9.37,529.84,8.52,740.42,2.61,30.763,8.57,0.51
9.81,529.83,8.52,744.14,2.59,30.768,8.57,0.51
10.33,529.79,8.52,739.95,2.62,30.772,8.57,0.51
12.12,529.84,8.52,746.51,2.63,30.776,8.57,0.51
11.61,529.85,8.52,752.8,2.65,30.775,8.57,0.51
11.79,529.91,8.51,737.78,2.67,30.773,8.56,0.51
11.9,529.93,8.51,722.84,2.67,30.772,8.56,0.51
11.99,529.97,8.51,709.56,2.7,30.77,8.56,0.51
11.92,530.05,8.51,688.95,2.71,30.765,8.56,0.51
11.27,530.14,8.51,684.92,2.71,30.757,8.56,0.51
10.89,530.18,8.51,700.34,2.71,30.75,8.56,0.51
10.73,530.26,8.51,717.41,2.68,30.744,8.56,0.51
10.47,530.3,8.52,721.46,2.66,30.74,8.56,0.51
10.19,530.38,8.51,712.46,2.62,30.738,8.56,0.51
10.24,530.37,8.51,716.04,2.57,30.736,8.56,0.51
10.7,530.38,8.51,716.02,2.57,30.735,8.56,0.51
15.27,530.43,8.51,726.26,2.57,30.735,8.56,0.51
16.89,530.49,8.51,743.93,2.58,30.736,8.56,0.51
13.26,530.52,8.51,745.92,2.62,30.736,8.56,0.51
13.38,530.56,8.51,743.57,2.66,30.731,8.56,0.51
7.86,530.6,8.51,745.97,2.7,30.728,8.56,0.51
9.42,530.65,8.51,745.58,2.73,30.725,8.56,0.51
11.01,530.69,8.51,738.61,2.73,30.722,8.56,0.51
11.88,530.7,8.51,738.86,2.73,30.718,8.56,0.51
10.89,530.79,8.51,735.39,2.75,30.712,8.56,0.51
11.28,530.83,8.51,720.23,2.77,30.712,8.56,0.51
11.19,530.87,8.51,694.0,2.77,30.717,8.56,0.51
11.17,530.87,8.51,686.83,2.77,30.722,8.56,0.51
11.2,530.94,8.51,685.32,2.79,30.727,8.56,0.51
11.65,530.91,8.51,690.01,2.79,30.732,8.56,0.51
12.81,530.96,8.51,696.04,2.79,30.737,8.56,0.51
10.46,530.99,8.5,704.62,2.78,30.742,8.56,0.51
11.85,530.99,8.5,712.36,2.78,30.744,8.56,0.51
12.6,530.99,8.5,725.04,2.89,30.739,8.56,0.51
13.01,530.98,8.5,733.47,2.93,30.733,8.56,0.51
12.75,530.87,8.5,751.81,2.98,30.727,8.56,0.51
12.32,530.93,8.51,756.51,3.03,30.718,8.56,0.51
11.81,530.86,8.51,754.96,3.04,30.712,8.56,0.51
11.42,530.82,8.51,737.7,3.05,30.703,8.56,0.51
13.44,530.83,8.51,725.7,3.08,30.694,8.56,0.51
16.9,530.83,8.51,732.58,2.96,30.694,8.56,0.51
15.0,530.85,8.51,734.38,2.92,30.693,8.56,0.51
11.08,530.91,8.51,728.16,2.9,30.693,8.56,0.51
9.61,530.93,8.51,712.59,2.9,30.693,8.55,0.51
9.85,531.0,8.51,711.02,2.93,30.694,8.55,0.51
9.66,531.05,8.51,714.76,2.96,30.692,8.55,0.51
9.41,531.13,8.5,715.32,2.95,30.688,8.55,0.51
9.28,531.23,8.5,715.83,2.98,30.683,8.55,0.51
9.07,531.27,8.5,718.16,2.96,30.673,8.55,0.51
9.01,531.32,8.5,721.15,2.97,30.665,8.55,0.51
9.08,531.31,8.5,714.85,2.95,30.657,8.55,0.51
9.48,531.33,8.51,705.89,2.95,30.639,8.55,0.51
9.62,531.3,8.51,698.87,2.93,30.618,8.55,0.51
9.85,531.23,8.52,694.05,2.91,30.593,8.55,0.51
9.95,531.13,8.52,688.5,2.91,30.567,8.55,0.51
9.88,531.18,8.53,684.08,2.9,30.548,8.55,0.51
9.94,531.14,8.53,681.28,2.9,30.53,8.55,0.51
14.93,531.21,8.53,685.09,2.88,30.518,8.55,0.51
11.94,531.21,8.54,697.5,2.86,30.522,8.54,0.51
11.94,531.27,8.54,697.3,2.86,30.535,8.54,0.51
11.86,531.4,8.53,706.16,2.89,30.556,8.54,0.51
11.8,531.55,8.53,721.78,2.9,30.578,8.54,0.51
11.89,531.65,8.53,737.62,2.94,30.598,8.54,0.51
11.76,531.81,8.52,750.26,2.97,30.613,8.54,0.51
11.67,531.92,8.52,771.56,3.01,30.625,8.54,0.51
11.6,532.12,8.51,778.99,3.02,30.63,8.54,0.51
11.59,532.28,8.51,788.63,3.0,30.634,8.54,0.51
11.34,532.44,8.5,786.01,3.0,30.634,8.54,0.51
11.59,532.66,8.5,789.21,3.01,30.625,8.54,0.51
11.66,532.84,8.5,803.96,2.95,30.614,8.54,0.51
11.47,532.94,8.5,800.73,2.91,30.618,8.54,0.51
10.52,532.91,8.49,803.81,2.9,30.622,8.54,0.51
9.43,532.92,8.5,778.48,2.87,30.616,8.54,0.51
18.4,532.94,8.5,770.99,2.86,30.61,8.54,0.51
17.1,532.88,8.49,776.26,2.83,30.613,8.54,0.51
12.28,532.94,8.49,771.53,2.84,30.615,8.54,0.51
8.62,532.93,8.49,772.51,2.87,30.619,8.54,0.51
10.24,532.98,8.49,758.48,2.89,30.612,8.54,0.51
9.43,533.01,8.49,754.41,2.89,30.605,8.54,0.51
9.65,533.03,8.49,748.21,2.92,30.612,8.54,0.51
10.59,532.96,8.49,747.92,2.94,30.611,8.54,0.51
11.56,532.97,8.49,751.34,2.93,30.6,8.54,0.51
11.73,532.94,8.49,757.36,2.93,30.583,8.53,0.51
11.86,532.92,8.5,756.98,2.91,30.575,8.53,0.51
12.19,532.87,8.49,753.0,2.89,30.582,8.53,0.51
12.31,532.83,8.49,745.57,2.87,30.593,8.53,0.51
12.06,532.76,8.49,752.37,2.85,30.588,8.53,0.51
12.04,532.8,8.49,757.7,2.88,30.594,8.53,0.51
11.77,532.77,8.49,747.11,2.92,30.612,8.52,0.51
11.88,532.73,8.49,748.53,2.98,30.631,8.52,0.51
11.7,532.8,8.49,747.03,3.02,30.651,8.52,0.51
11.7,532.76,8.49,746.22,3.02,30.678,8.52,0.51
11.78,532.77,8.48,750.93,3.04,30.689,8.52,0.51
11.67,532.79,8.48,750.33,3.08,30.705,8.52,0.51
10.95,532.78,8.48,757.91,3.08,30.724,8.52,0.51
10.18,532.79,8.47,759.05,3.06,30.749,8.52,0.51
14.56,532.79,8.47,778.3,3.03,30.771,8.52,0.51
13.34,532.75,8.46,791.49,3.01,30.781,8.52,0.51
12.51,532.79,8.46,806.4,3.03,30.773,8.52,0.51
12.41,532.76,8.47,807.65,3.05,30.764,8.52,0.51
12.58,532.74,8.47,819.74,3.06,30.76,8.52,0.51
12.46,532.63,8.48,825.19,3.07,30.739,8.52,0.51
12.37,532.62,8.48,847.9,3.04,30.716,8.52,0.51
12.79,532.54,8.49,869.52,3.06,30.687,8.52,0.51
13.11,532.51,8.5,877.39,3.08,30.664,8.52,0.51
13.34,532.44,8.5,873.82,3.08,30.674,8.5,0.51
13.44,532.43,8.5,876.77,3.05,30.674,8.0,0.51
13.69,532.33,8.51,890.93,3.02,30.662,8.52,0.51
13.82,532.27,8.51,912.27,3.0,30.653,8.52,0.51
13.64,532.16,8.51,942.02,3.0,30.651,8.0,0.51
13.46,532.11,8.51,951.36,3.0,30.65,8.52,0.51
12.97,532.02,8.52,951.92,2.97,30.645,8.52,0.51
12.8,531.94,8.52,935.05,2.95,30.624,8.52,0.51
12.45,531.88,8.52,930.01,2.97,30.613,8.53,0.51
12.15,531.81,8.52,912.87,2.99,30.614,8.53,0.51
12.2,531.77,8.53,918.17,3.0,30.621,8.53,0.51
14.0,531.67,8.53,906.7,3.0,30.624,8.53,0.51
10.28,531.6,8.53,894.76,2.98,30.622,8.53,0.51
11.69,531.5,8.54,881.82,2.95,30.622,8.54,0.51
12.17,531.45,8.54,860.31,2.95,30.623,8.54,0.51
12.44,531.42,8.55,852.01,2.94,30.632,8.54,0.51
12.44,531.36,8.55,857.32,2.91,30.669,8.54,0.51
12.14,531.3,8.54,854.99,2.95,30.698,8.54,0.51
11.64,531.24,8.54,851.05,2.98,30.712,8.54,0.51
11.25,531.19,8.54,849.94,3.02,30.724,8.54,0.51
11.07,531.11,8.53,841.66,3.08,30.738,8.54,0.51
11.03,531.07,8.53,853.32,3.08,30.757,8.54,0.51
11.19,531.06,8.52,873.52,3.06,30.762,8.54,0.51
